words value_1 value_2 value_3 value_4 value_5 value_6 value_7 value_8 value_9 value_10 value_11 value_12 value_13 value_14 value_15 value_16 value_17 value_18 value_19 value_20 value_21 value_22 value_23 value_24 value_25 value_26 value_27 value_28 value_29 value_30 value_31 value_32 value_33 value_34 value_35 value_36 value_37 value_38 value_39 value_40 value_41 value_42 value_43 value_44 value_45 value_46 value_47 value_48 value_49 value_50
flapper -0.1952386 0.062418237 -0.06512769 0.16214807 0.23533976 0.124485515 0.2154581 -0.06962878 -0.037559386 -0.0511776 0.17048629 0.032177217 -0.44613132 0.16508652 -0.23983791 -0.42842185 0.010919673 -0.11906095 0.2743915 -0.30824172 0.21962762 -0.19607978 -0.26486796 -0.09918251 0.16218223 -0.34077644 -0.04923263 -0.21397471 0.28559065 -0.21243174 0.26640695 -0.3167303 -0.3082752 0.24930097 0.064594224 0.17870368 0.28967062 -0.25908262 -0.17837583 -0.09443256 -0.23118028 0.10680564 -0.28709713 -0.15943812 0.46652928 0.2812836 0.16769819 -0.051082116 0.24514422 -0.07443277
bone 0.33927438 -0.26885518 -0.10314934 -0.24180521 0.22544326 0.2792543 -0.26921284 0.3568073 0.06990997 0.05476561 0.1259364 0.3528864 -0.6721619 -0.15637794 0.11899687 0.19623196 0.2201283 -0.27914295 0.06961016 0.07303277 0.4374453 0.06344094 -0.3176107 -0.40205973 0.5264788 -0.18619168 -0.71864915 -0.19139473 0.14957419 -0.21056332 0.038027927 -0.40770164 -0.3105782 0.3523543 -0.123673394 0.63420683 0.1505629 -0.34859225 -0.57005316 -0.3071911 -0.23676625 0.39160278 -0.16346996 0.26078394 0.6782099 -0.29848105 -0.12555547 -0.30003965 -0.14406969 0.21776855
punching -0.05613704 0.24364294 0.022159355 0.5246802 0.18291263 0.0628047 -0.066291675 0.03385213 0.07190271 0.5484305 0.18500797 0.68647426 -0.073855475 -0.49706975 0.054904528 -0.20427792 -0.086172394 0.1501459 0.5973592 -0.42534208 0.22224979 -0.31959668 -0.35472938 0.03372056 0.51752263 0.06099515 -0.4852549 0.0418255 0.35155547 0.034967426 0.10502884 -0.3485265 0.055837072 0.11751104 0.39527598 0.6857953 0.018490802 -0.3484032 -0.18760104 -0.07271338 0.1226778 -0.116679676 0.12784599 -0.020009583 -0.020955082 -0.4235728 -0.39519754 -0.68298495 -0.046853893 0.19135289
cheeks 0.22657724 -0.067088895 -0.36836162 0.044455443 0.4767979 0.5618 -0.47428435 -0.084472016 0.77654994 -0.027748765 -0.4739947 0.34025297 -0.1106744 -0.468125 0.120548494 -0.3393907 0.14525007 0.26705462 -0.36860836 -0.59690315 0.4781642 0.31458694 -0.24626015 0.18083254 0.26641658 0.22440495 -0.5478914 -0.67593074 -0.38888487 -0.72563547 -0.25751543 -0.3065956 -0.3557342 -0.002874712 0.08563531 0.38051876 -0.069718875 -0.67605186 -0.057437774 0.21870933 -0.8055798 0.06034992 0.14613622 -0.5274867 -0.15297136 -0.35988888 -0.63451666 -0.26262486 0.12333035 -0.034876246
introduced 0.00862327 0.12986752 0.032130037 0.14619257 0.2298193 0.115395606 0.009059172 0.20385446 -0.05185499 0.03647909 -0.25795272 0.28431246 -0.20402247 -0.25232372 0.17688556 0.77712464 -0.0012509008 -0.23536772 0.03434602 0.054812007 -0.07226182 -0.11978601 0.02205403 -0.38385913 -0.015878731 0.17261565 -0.15074438 -0.2492708 0.3402501 -0.18336369 0.053804647 -0.058950517 -0.27193794 0.36073738 0.59538275 0.30830407 -0.3502976 -0.43121645 -0.29198733 -0.03059146 -0.24688163 -0.008950295 0.13609026 0.25978127 -0.002734322 -0.3410225 0.33227536 -0.08881675 0.22923115 -0.1714205
form -0.0101722125 0.03308049 -0.05495531 0.23328273 0.42626944 0.45820954 0.19475323 0.29679435 -0.0013469603 0.15609904 -0.18890817 0.45411664 -0.43456605 -0.1449509 -0.27560037 0.28322926 -0.017814495 -0.3557917 -0.06779617 -0.24197505 -0.034687866 -0.13864732 -0.23757622 -0.12940207 -0.3756344 -0.075425744 -0.27640083 -0.027551882 0.0701562 -0.34622386 0.31446755 -0.580352 0.033143338 0.21285202 0.080483824 0.23275276 -0.24439286 -0.53315866 -0.100768976 -0.24736285 0.21119511 0.43053672 0.23078422 0.3882783 0.3782619 -0.12483213 -0.05977058 -0.026877994 0.14070058 0.18835989
line 0.0019018874 -0.045912907 -0.011697813 -0.032339025 0.33257553 0.25439712 -0.056909338 0.12740397 -0.13082384 0.17880903 -0.042216428 0.30496535 -0.22603305 -0.021554137 -0.3107689 -0.25768113 0.17953013 -0.4767665 0.07293385 -0.1559201 -0.13637607 0.3684749 -0.19710416 -0.051703166 0.04403008 0.14924677 -0.2341568 -0.03166579 0.107201174 -0.02076325 0.042280354 -0.49831614 -0.13319817 0.16498823 -0.0025261051 0.43135667 -0.17232038 -0.16212715 -0.38820735 -0.51138204 -0.024697736 0.6536871 0.049198236 0.33106712 0.25026745 -0.111834124 0.064436525 0.03605406 0.2147367 -0.08788921
lines 0.09604195 0.29773057 -0.32441047 0.20188123 -0.11211023 -0.018449692 0.124910094 -0.182246 0.021008436 0.29050744 0.12060496 -0.0056508766 -0.0026586845 -0.14104089 -0.3250593 -0.20721714 -0.16635968 -0.18529914 -0.07378914 -0.1893823 -0.12712188 0.2168791 -0.23081851 -0.20395176 0.08506555 -0.25390902 -0.123567484 -0.4270509 -0.12049269 -0.5381739 0.3856868 -0.11156996 -0.13275991 0.616982 0.04224907 0.47519618 -0.31336996 -0.014499257 -0.14226308 -0.30394 -0.13712531 0.36949444 0.4482296 -0.07099627 0.13982916 -0.18708771 0.08325087 -0.56228894 -0.2151193 0.20251909
seals 0.036106788 -0.035524804 0.36215463 0.14561246 -0.082795 0.36057317 -0.4406937 0.11399777 0.14379169 -0.019600604 0.49985993 0.3372096 0.093911335 -0.43927807 0.012338722 -0.7539989 0.2594117 -0.094418 0.30847564 -0.05113246 -0.22882709 0.3732105 -0.2221728 -0.021901833 0.44340858 -0.18055142 0.5753476 0.41982222 -0.60798186 0.26254505 0.1021352 0.16180064 -0.37441355 -0.7478722 0.40941116 0.21809238 -0.31658176 -0.38050395 0.5546165 0.18436818 -0.06399065 0.4584211 0.44650057 -0.024054805 -0.048018463 0.3125293 0.24802236 -0.28301692 -0.72195417 0.3510296
salmon 0.3307062 -0.087150835 0.09073273 0.07950097 0.017806875 0.13625136 -0.4555093 0.2934029 -0.09259783 -0.029279638 0.03152204 0.26583588 0.20377386 -0.32495084 0.017628545 -0.33300036 0.19679943 0.14684765 -0.044772644 0.21759744 -0.034512818 -0.2462488 -0.3429965 0.14041333 0.57791406 -0.12177907 -0.033890203 -0.06406928 -0.17793763 0.07197021 0.18419547 -0.19048424 0.27166864 -0.050210435 0.37687412 0.07427481 -0.3742042 -0.27123055 0.07388079 -0.20041779 -0.1779078 0.008718112 0.10595595 -0.04629044 -0.07558468 0.0486539 0.069922306 -0.27429795 -0.15193458 0.2183554
cleared 0.25698984 0.4668913 -0.20072131 0.22952043 0.54224926 0.3366205 0.019911947 -0.14253286 0.402758 0.21228111 -0.5541806 0.3043752 0.18876149 -0.4491177 -0.46342543 0.28390667 -0.04939667 0.3716499 0.71780616 -0.24792221 0.39013347 -0.18937784 -0.42625326 -0.2665927 -0.10227481 -0.23537672 0.07597759 -0.2665939 0.24308066 -0.34033978 -0.10196791 -0.24987637 -0.07593703 -0.0056010243 0.6524132 0.30663922 -0.2605006 0.053547874 -0.10177226 -0.084047645 0.2141765 0.11868274 0.27806008 0.33618566 0.15157618 -0.08760103 0.06364055 -0.021120826 0.16135508 0.39934275
jelly 0.09633143 0.0799179 -0.16316295 0.3409556 0.45406607 0.32992 -0.23761965 0.15194653 0.34356925 0.06356242 -0.3077287 0.3669528 -0.00826704 -0.2313233 -0.19763058 -0.36823186 -0.0042649177 0.3385936 0.40412003 -0.43803263 0.3943243 0.14371364 -0.20058961 0.062564924 -0.00047209248 0.048622824 0.11482326 -0.2887805 0.032131102 -0.035538614 0.14014637 -0.126421 0.21148136 0.04036132 0.26030815 -0.12508655 -0.2633867 -0.062468994 -0.23435666 -0.34590265 -0.13232176 -0.059821695 0.098998204 0.0767517 0.46443087 0.14076047 0.21302734 -0.31968617 0.16340546 0.13148569
partner 0.21511573 -0.1951495 0.054848805 0.13258573 0.35810354 0.30075094 -0.089357585 0.2008462 -0.07746817 0.42336887 -0.123304114 0.01263143 -0.26776376 -0.3974698 0.03137936 0.06426349 -0.02689777 0.03384863 0.070158094 -0.347919 0.20321155 0.162047 -0.07690743 -0.38673756 0.039313782 -0.3787089 -0.093742654 -0.51087224 0.008820668 -0.19263205 -0.051468894 -0.01971669 -0.55804044 0.3802032 0.31875715 0.58954084 -0.2604465 -0.30135053 0.08720132 -0.6087124 0.055665214 0.3296412 0.28765172 0.31562713 0.12078335 -0.45284185 0.24471882 -0.14102317 0.10764798 0.2167848
partners -0.21247005 0.18999408 -0.19290332 0.18371563 0.10045793 -0.14222257 -0.084439866 0.19520585 0.32255158 -0.23951662 -0.08680538 0.16027601 -0.28235698 -0.12524118 0.055551972 0.34319347 -0.069980636 -0.19681342 0.2029472 -0.2636957 -0.20541939 -0.26550427 -0.18146977 -0.2608808 0.27638802 0.17019229 -0.4336695 0.015431667 -0.020099739 0.20857506 0.44246927 -0.103277676 -0.124866165 0.088433705 0.07460222 0.16335234 -0.26842642 -0.1505936 -0.15549064 0.30962554 -0.28664732 -0.007957714 0.48700914 0.51973265 0.43238428 -0.15593174 0.13751565 -0.10466187 0.4159121 -0.3781499
retire -0.23392913 0.24983172 -0.10579256 0.46215707 0.21573612 0.15921341 -0.119724624 0.16454099 0.14210728 0.17936003 0.4089641 0.36948052 -0.025608234 0.08025051 -0.075374246 -0.63538843 0.26695588 -0.11488546 0.33756137 -0.41004416 -0.005790929 -0.3071825 -0.3811305 -0.029781565 0.18856819 -0.24148893 -0.035857473 0.05818332 -0.0065541794 0.03541316 0.16383107 0.03278613 0.031199787 0.16983818 0.01881417 0.49202493 0.13752073 -0.42553326 0.0011175779 -0.28099805 -0.1220899 0.17473286 -0.08654511 0.09608906 0.046185456 -0.15879895 -0.10060717 -0.18179278 -0.10666458 0.36287218
bound 0.03838487 -0.1739203 -0.3010092 0.045455866 0.4340102 0.22610004 0.20443007 0.29932067 -0.11015589 0.33043146 -0.017054046 0.5104233 -0.48392764 -0.2202373 -0.34764823 -0.2053442 0.3977099 -0.48824203 -0.01682565 -0.19673279 0.107428476 0.16254878 -0.22826484 -0.17872094 0.15913133 0.19272134 -0.3115968 -0.20898633 0.027375571 -0.049836937 0.30015966 -0.53722614 0.12218106 0.22272539 -0.02000986 0.44973293 -0.08013446 -0.4343662 -0.6470731 -0.47889802 -0.3466187 0.62776875 0.16152231 0.6563934 0.6103061 -0.1291849 0.010288996 -0.11137477 0.42141882 -0.18551798
capering -0.07173085 -0.10311686 0.33760875 0.008137847 0.0849168 -0.042761236 -0.34733418 0.17164956 0.3745701 0.058538023 0.47201476 0.2538402 -0.20493336 -0.4966815 -0.21680908 -0.74526966 0.29967794 -0.20064113 0.31204557 -0.1689935 -0.35757154 0.37591532 -0.35244808 -0.1266689 0.45292145 -0.19844617 0.45015362 0.4668289 -0.5725615 0.07324193 0.14188571 0.018674873 -0.33155328 -0.54182136 0.46606478 0.3528223 -0.124672234 -0.30292287 0.4399561 0.09714027 0.13834313 0.47270545 0.43533945 0.07968342 0.07294812 0.363248 0.022199076 -0.20646274 -0.5939925 0.42695633
yelled 0.045325752 0.4591984 -0.4858402 0.13841103 -0.052773975 0.14795642 0.025358027 -0.20544231 0.49960688 -0.07811258 -0.1349726 0.03654045 0.10465954 -0.28630704 -0.27730063 -0.41407788 0.012450556 -0.1408084 -0.03100116 -0.31673598 -0.098394364 0.044109784 -0.55104566 -0.062300704 0.41656163 0.008739342 0.23815125 -0.09710851 -0.048431166 -0.42970625 -0.1879928 0.08042268 -0.31329098 -0.08878687 0.03421411 0.5560438 -0.078149036 -0.46025893 0.07697779 -0.11420336 -0.2443676 0.061600823 0.06826329 -0.0054992377 -0.10364279 -0.23174076 0.23253101 -0.44078112 -0.0944288 0.13103038
land -0.259037 0.6799457 -0.38996834 0.15823516 0.26227558 0.18713053 -0.17019849 0.32688528 0.53514194 -0.072483234 -0.03132373 0.21223764 -0.20276105 -0.036330752 -0.03383251 -0.052022193 0.10394061 -0.18351476 -0.0051892963 -0.5895934 -0.33790904 -0.5308825 -0.53820664 -0.06503704 0.4552613 0.23162696 -0.0923456 -0.4134835 -0.010507717 -0.16193198 0.1277825 -0.13193141 0.1580607 0.065673776 0.060624547 0.6988165 -0.16328412 -0.69635636 -0.21158354 0.029183058 -0.37487417 -0.11719648 0.049869284 -0.14154479 0.0003198128 -0.44100085 0.056079634 -0.22639483 0.39011052 -0.17245157
dropping -0.14449075 -0.6457529 0.0036158701 -0.17191835 0.0361918 0.0795196 -0.059471156 0.5701276 0.41798067 0.25869817 0.15126953 0.34000063 0.13326341 -0.08058331 0.25671488 -0.46359956 0.057595283 0.14717476 -0.13957055 -0.6385361 0.22234812 0.24658315 -0.7251824 -0.27725878 0.5722958 0.20097296 -0.036091123 0.12310522 -0.36069456 -0.5013395 -0.21572804 -0.20129544 -0.18607102 0.043510325 0.5139416 0.34286362 0.2628335 -0.382915 0.0043075094 -0.31052357 -0.043422382 0.61523247 -0.06309753 0.34125718 0.4136929 0.515537 -0.17204991 -0.16552953 -0.008960129 0.31478864
pretty -0.11548338 -0.118533544 -0.3254821 0.11962611 0.39162683 0.09567933 0.16939752 0.2685706 0.12607309 0.5990303 0.08087189 0.013004269 -0.12068348 -0.37972763 0.3150723 0.28011668 -0.13322672 -0.1540283 -0.058583215 -0.16401638 0.19013624 0.14403324 -0.12039875 -0.32625085 -0.1513504 -0.28655097 -0.008002132 0.13511333 0.23310171 -0.0063396343 0.4848283 0.003099858 -0.39770693 0.058487028 0.020512903 0.22484158 -0.55165416 -0.19161564 0.1377555 -0.4692246 0.005140292 0.12342352 0.08331529 0.6795809 0.60762477 -0.09380272 0.15470864 -0.4379303 -0.12035003 0.41696656
forepaws -0.27366376 0.25691646 -0.12953597 0.33661714 0.17298017 -0.098969355 -0.12093801 0.17904153 0.1171186 -0.25988325 -0.005011672 0.36347863 -0.01924588 -0.066888414 -0.02986313 0.3033845 0.09539424 -0.2577797 0.21030748 -0.26141202 -0.12742841 -0.35893536 -0.18236822 -0.14232486 0.36550173 -0.11727074 -0.17887118 0.17491429 -0.02609513 0.16346177 0.35195953 -0.11915398 -0.40483397 0.06702851 0.083955884 0.05650704 -0.15224041 -0.09273894 -0.07762944 0.21515436 -0.16889168 0.08299117 0.099636704 -0.08744062 0.15659808 -0.207572 0.12424693 0.037613165 0.045836296 -0.07887761
shingle 0.37015316 0.3423351 -0.7864294 0.4677365 0.24109146 0.33228073 0.019550677 0.056367036 0.1976836 0.57738554 0.0094062295 0.21252595 -0.28568137 -0.3955303 -0.48869696 0.049211696 0.13997889 0.40032452 -0.13779965 -0.3237955 0.51445526 -0.058551583 -0.5172131 -0.22959034 0.45477614 -0.14268555 -0.05335751 -0.10511611 -0.025070976 -0.6459475 0.41457897 -0.070206776 0.08422063 -0.21528144 0.6227754 0.046961494 -0.1435317 -0.42266375 0.19378522 0.17498387 0.21294191 0.55703044 0.13649634 0.3786784 0.19053179 -0.0857415 -0.17556594 -0.18061815 0.5503183 0.18507563
askance -0.3095721 0.083522685 0.27429962 -0.2647112 0.3898014 0.35805908 0.15076153 0.18273777 0.17066452 0.14477508 -0.06614973 0.16037549 -0.29309183 -0.3510358 0.17806078 0.24230699 0.39661998 -0.120733686 -0.08549684 0.0946126 0.47404563 0.17248146 0.27039665 -0.028907603 -0.27662817 -0.007829101 -0.21558155 -0.26017118 0.16002575 -0.40838227 0.496722 -0.20000312 -0.10017962 0.26126438 0.069431074 0.28715172 -0.11341548 -0.2116955 -0.11584761 -0.12545656 -0.29960552 0.20409273 0.36530742 0.12737715 0.15955524 -0.29935712 0.23494418 -0.24769385 0.43811196 -0.1462911
thanked 0.2607001 0.21101347 -0.32811648 0.3478059 0.21040119 0.2267783 -0.26119888 -0.0280578 0.39690873 0.52479714 -0.034092035 -0.151072 0.17399481 -0.28586334 -0.20441179 -0.21158746 0.12663874 -0.13011768 0.07690697 -0.48562807 0.34620583 0.09391362 -0.2665898 -0.21036853 0.064566255 -0.4055543 0.03291829 0.17864944 -0.14842609 -0.083649226 0.07364376 0.05937638 -0.34479323 -0.062231015 0.1894578 0.15059105 -0.157633 0.0054753027 0.26400197 -0.105248235 -0.26881003 0.03312597 0.2601453 0.19544438 0.20190547 -0.38193184 -0.07460809 -0.3003918 -0.08946661 0.43902752
scaly 0.18951645 -0.2224006 -0.08412782 -0.054289386 0.30172354 -0.116398156 -0.29393902 0.27713144 0.20745248 -0.07751656 -0.24375175 0.0694134 0.041408822 -0.20100123 -0.17814459 -0.28801626 0.24560803 0.31050012 -0.18126807 0.056225397 0.23581485 0.40392682 -0.1000621 -0.03585328 0.22014093 0.029267652 -0.12126661 0.14237326 -0.0921367 -0.3396188 0.060152795 0.0015227525 -0.3741445 0.10341204 0.1290425 0.22150934 -0.060003232 -0.15005875 0.15050304 -0.058730394 -0.19890411 0.0369788 0.13410467 0.01859553 0.2674452 -0.08713572 -0.40971196 -0.59142464 -0.1446383 0.40302983
england 0.12422473 -0.023667434 -0.009267242 0.16448498 -0.04455548 -0.13217866 -0.09391252 0.01188537 0.2561572 0.095022365 -0.32926002 -0.009330898 0.0062806127 -0.3064682 -0.076305255 -0.3303919 -0.08150672 0.1797921 0.12064749 -0.332823 -0.079883315 0.09791058 -0.25940326 -0.44028765 0.34718242 0.19475481 -0.042487685 -0.18920362 -0.013545191 -0.044196825 0.42290944 -0.43195972 -0.009815591 0.12581985 0.122849464 0.39010987 -0.04583676 -0.13984853 -0.36237773 -0.061385393 -0.53323156 0.08785991 0.106033996 0.12065154 0.42693406 0.18432006 -0.13800795 0.05966732 0.1920196 0.34982675
france -0.08535785 0.19006477 -0.13557759 0.19915599 0.15132926 0.03854939 -0.04778174 0.27658752 0.47842136 0.17826554 -0.42632344 0.52102655 -0.12329378 -0.3023996 -0.13557896 0.3295915 0.32170764 -0.34398025 0.1543377 -0.2741433 -0.07238685 -0.4845085 -0.086937465 -0.30378234 0.48989674 -0.33393902 0.077346124 0.1737043 0.20164222 0.24228084 0.33679286 0.08709076 -0.042229254 -0.048095644 0.50673103 0.4734558 -0.35828772 -0.15823703 -0.4546201 -0.03330016 -0.1790821 0.5086944 0.3486986 -0.012189557 0.5691003 -0.040136214 0.30145288 -0.011208742 0.5345147 0.03180116
beloved 0.17835397 -0.09964556 0.263886 0.14428347 -0.2665618 0.05040461 -0.23689014 0.04207011 0.0006821124 0.20923674 -0.12641309 -0.12468494 -0.2642262 -0.2903866 0.09947897 0.60451686 0.036157385 -0.39071342 0.017958932 0.008205415 -0.27382344 -0.31648836 0.00707598 0.013745913 0.08911088 -0.28939518 0.2292179 -0.16398813 -0.13487995 -0.16453764 0.18779346 0.12309831 0.2513024 0.17872138 0.15345399 -0.29994714 -0.3267685 -0.35951287 0.08065965 -0.38822356 -0.33680433 -0.1406142 0.19579339 -0.026814142 0.26165685 -0.22692987 0.06380052 -0.23400433 0.11011374 0.30011192
thrown 0.20507367 0.17660454 -0.34132367 0.34840435 0.6312413 0.09794383 -0.0852166 0.094287544 0.44558913 -0.15993905 -0.5902657 0.16692467 0.22405607 -0.4063451 0.1699803 0.34613445 -0.053376857 0.10329826 0.32139656 -0.3969807 -0.14117736 -0.61832374 -0.431491 -0.039933305 0.015289752 -0.04726531 -0.15167868 -0.41266185 0.2523239 -0.11038167 0.54595566 -0.11311655 0.04343624 0.5771546 -0.07475869 -0.021195592 -0.14266378 -0.21383859 -0.52960205 0.30395538 -0.48934615 0.06667331 0.2976284 0.5147063 0.04016488 0.024953438 -0.10042504 -0.020832073 0.29399058 -0.29296625
shiny 0.52886444 -0.02696817 -0.019966615 0.14232591 0.03224872 0.07481185 -0.5303577 0.2111939 0.13059218 -0.21941416 -0.43842158 0.14677659 0.19751197 -0.4960308 0.40156525 0.22304815 -0.13635546 0.29344633 0.20200326 0.25383544 0.5303359 -0.32705003 -0.33309647 -0.33186853 0.054337174 -0.25211206 -0.22078153 -0.5939569 0.57893115 -0.3509886 0.46099892 -0.46617422 0.25203115 0.33597752 0.29417583 -0.026782041 -0.20263222 -0.38502288 -0.54387677 -0.090220176 -0.47206035 -0.41540894 0.112926535 -0.13995542 -0.2819904 -0.18666878 -0.026972907 -0.5200128 0.042208787 0.09702171
blacking 0.40834305 0.17003901 -0.21645576 0.032728538 -0.17203885 -0.17247242 0.019402346 0.026303219 -0.0036117788 0.5157626 -0.3825503 0.33550104 -0.04628393 -0.27445057 -0.34515902 0.2969007 0.19524999 -0.09312252 -0.015482404 -0.06529087 0.34575856 -0.51010466 0.0011157377 0.009621406 -0.18714416 0.18720847 -0.29610053 -0.017101282 0.29696208 -0.15321389 0.28755254 0.2444133 -0.21714047 -0.05995143 0.29084677 0.09021036 0.19387975 0.14883862 -0.13093033 0.10112087 0.09478192 0.35519576 0.17037512 0.13233571 -0.07337334 -0.59733784 0.10818874 -0.39235386 0.43030432 -0.37799644
soles 0.16697028 0.08036153 0.02365464 0.0563172 0.065258175 0.013630016 -0.07708709 0.16041845 0.08746377 -0.05709962 0.24057662 0.16161881 0.071850106 -0.1577164 -0.06551706 -0.31739095 0.13155773 0.11477433 0.15536673 -0.101495184 0.016494537 -0.27456695 -0.021272192 0.12240586 0.19210899 -0.21588282 0.024276916 -0.13488567 0.029311296 0.021331016 0.041561108 -0.2901923 0.27533498 0.22260681 0.31671706 0.15419297 -0.010803383 -0.22084746 -0.19582495 -0.04600384 -0.11334874 -0.061455954 0.04647318 0.13370684 0.0625728 -0.056838825 0.14515558 -0.19650471 0.065511554 0.042655177
eels -0.1567166 -0.15866302 0.01297232 0.48062912 0.22737476 0.11022568 0.08360287 0.0136208795 -0.04554317 0.0512024 0.22576672 0.17616765 0.002420344 0.029589124 -0.27879637 -0.7146385 0.10800356 0.113443136 0.35749117 -0.008845534 0.23336382 -0.20986739 -0.1496256 0.037114527 0.39468157 -0.17108542 0.18843408 -0.03211604 0.27777776 -0.23216315 0.056944024 -0.032418974 0.26130196 0.26466647 0.102440216 0.14150216 -0.12266042 -0.06290268 -0.08017122 -0.2792852 -0.046945475 -0.05499796 -0.10924204 0.13542415 0.14380544 0.16734746 0.32513812 -0.16533917 0.12544872 -0.0026954755
shrimp 0.757353 0.13144512 0.24586038 0.09559728 -0.040809564 0.2946458 0.09770633 -0.18601531 -0.4288134 -0.10414612 -0.28252098 -0.03479556 -0.07473063 -0.33555183 -0.22989547 0.66018564 0.35222635 -0.14089826 0.3859887 0.11499777 0.74141574 -0.49652824 0.18685348 -0.6329933 0.13536422 -0.15153398 -0.7320369 -0.09602148 0.648069 -0.055502374 0.16752382 -0.0480959 -0.5077043 0.3986448 0.17938931 -0.13022351 -0.42217442 -0.053081118 0.20123798 0.6246718 -0.4318363 -0.05900794 0.5378297 -0.31692442 0.10723329 -0.40712115 -0.39966437 0.33023635 0.3143695 0.15736362
anywhere 0.19194965 -0.047649153 -0.28785616 0.3682118 0.06610008 0.39938858 0.100802176 0.08990536 -0.38404694 0.24340628 -0.17505774 0.3694678 -0.3049515 -0.36561063 0.31557447 0.5388592 0.33445433 -0.19984989 -0.24039775 -0.14778453 0.49367952 0.10034832 0.4632864 -0.2630586 -0.0021435034 0.43415025 -0.6376497 -0.2319416 0.10191964 -0.19518487 0.55262136 -0.05203099 -0.28966278 0.04674332 0.093728706 0.19563061 -0.33802965 -0.40279728 -0.18611158 0.08698558 -0.33383107 0.2781989 0.07593866 -0.25778073 0.11919287 -0.3378695 0.0065020467 -0.21750909 0.4719372 0.4917549
journey 0.27378312 0.264343 0.2729852 -0.08671744 0.10330966 -0.12611999 0.071321785 0.08862854 -0.12321552 0.4833517 -0.4190775 0.22003046 -0.12769477 -0.45213977 0.07892044 0.7229333 -0.05208701 -0.2994509 0.021244174 -0.028889416 0.278169 -0.024066111 0.005837717 -0.060599905 -0.29296306 0.19381778 -0.23151208 0.0014234382 0.5242099 -0.35358948 0.5124168 0.062213335 -0.45319277 0.29684827 0.09551795 0.46952692 -0.06252806 -0.12777975 -0.26363218 0.010255445 0.03491012 0.1404996 0.25967738 0.041897178 -0.07171252 -0.33849442 0.1834171 -0.34492096 0.72400236 -0.22912621
purpose 0.27774873 0.33507636 -0.6285414 0.39127263 0.16298442 0.45574662 0.05673343 0.15933925 0.36372858 0.42967108 -0.08968372 -0.06714571 0.27736932 -0.6652207 -0.43954703 0.34411713 -0.05827808 -0.049490266 0.072032124 -0.0033227776 0.2305267 -0.6130409 -0.1956947 -0.33214715 0.07813684 -0.44938692 0.13991824 0.42323622 0.34352064 -0.30754834 0.007665107 0.11795461 -0.20128553 -0.18810043 0.23074627 -0.12579288 -0.53258085 0.027502231 0.40047783 -0.012438059 -0.012264738 0.034576308 0.43378848 0.36994642 0.10795474 -0.3933571 0.12837479 -0.4785479 -0.044719014 0.45634723
impatient 0.016697066 -0.20976064 -0.03847849 0.13828802 0.55805063 -0.29805925 -0.0742454 0.678536 0.08689235 0.5236112 0.15632227 0.13446455 -0.163174 0.3434951 -0.27795672 -0.42141393 0.7111066 -0.26167864 -0.00029456685 0.18964262 0.6603908 0.081321284 -0.068268836 0.10430566 0.021897445 -0.2585998 -0.21298918 0.29705566 0.3904802 0.25353324 0.476095 0.030813955 0.3406701 -0.09894143 0.21115008 0.49439245 0.21081196 -0.15735444 -0.19588415 -0.34822294 0.05187811 0.6419871 -0.2221071 0.36388034 0.109467074 -0.6094357 -0.31041613 -0.619307 -0.023407899 0.031354893
explanations 0.22401017 -0.057261363 0.30058882 0.050857585 -0.4176759 0.32834846 -0.28812042 0.23893465 -0.054763265 0.1674898 0.15024641 -0.16169614 0.24340788 0.2955671 -0.114327215 0.54120225 0.5609628 0.02772698 0.45880198 -0.20646106 0.5683968 0.055747204 0.022754243 0.20591456 0.06772405 -0.18008359 -0.099627465 0.43716753 0.38849127 0.061822943 0.5023552 -0.49085832 -0.2925127 0.047089055 0.43758315 0.16280651 0.08200733 0.30772287 -0.26773503 -0.0809808 0.34057695 0.43360808 0.09511011 0.23733123 0.15984061 -0.13346623 -0.14902796 -0.3716112 0.5719568 0.17265452
gained 0.46928534 0.032527402 0.22224753 0.15249988 -0.02264035 0.27252814 -0.6041629 0.21579933 0.21865298 0.3298814 -0.3434597 -0.2797239 -0.37177852 0.024545526 0.30560043 0.09606505 0.13206062 -0.14817326 -0.043410603 -0.37861332 0.11213461 -0.46623108 -0.34742343 -0.33257088 -0.2509429 -0.13914047 -0.22347888 -0.49631697 0.07796722 0.002670621 -0.36248377 -0.06445848 -0.29910207 0.19117664 0.57085824 0.022653405 -0.0023448577 -0.36667946 -0.027390646 -0.29427922 -0.22764558 -0.117187195 -0.025286729 0.3489508 -0.14278531 -0.26631925 0.2613193 0.29851258 0.17754005 0.20960306
listeners 0.31217477 0.39152703 0.078133896 0.027607253 0.18952563 0.30123857 -0.3125101 0.12424149 -0.11470752 -0.07507851 -0.19413331 0.027642459 -0.3058616 -0.18915613 0.025054209 0.04178428 0.25968736 0.16387947 -0.1073791 0.099449486 0.3508899 -0.13133517 -0.24794684 -0.16581117 0.43253645 0.3601075 -0.30143735 -0.5101338 0.13175568 -0.36312285 0.048907824 -0.23517154 -0.10907935 0.22360961 0.44471577 0.033862524 0.02661509 0.07141158 -0.41999355 -0.17192636 -0.05842499 0.33222395 -0.12915733 0.025105832 0.17264317 0.13526948 -0.4627812 -0.012710321 0.14078225 0.1535518
