words value_1 value_2 value_3 value_4 value_5 value_6 value_7 value_8 value_9 value_10 value_11 value_12 value_13 value_14 value_15 value_16 value_17 value_18 value_19 value_20 value_21 value_22 value_23 value_24 value_25 value_26 value_27 value_28 value_29 value_30 value_31 value_32 value_33 value_34 value_35 value_36 value_37 value_38 value_39 value_40 value_41 value_42 value_43 value_44 value_45 value_46 value_47 value_48 value_49 value_50
talking -0.19519602 0.59622175 -0.7997271 -0.32128724 0.30538216 0.34374356 0.20811254 0.29481733 0.17301522 0.17535365 0.032489814 0.23254971 0.10902951 -0.10907487 0.06428682 0.31560844 0.3922139 -0.18079445 0.39205068 -0.2610794 0.44712794 -0.49840048 -0.0055022375 -0.18768993 0.35078093 0.13914259 -0.55605435 -0.4396729 -0.109388 -0.14062509 0.04423329 -0.2659523 -0.36704707 -0.07987362 0.14519319 0.22317854 -0.09822006 0.15854792 -0.2263586 0.019702617 0.12661144 0.085815616 0.084863186 -0.052849546 0.2503502 -0.34854823 -0.07240102 -0.63549453 -0.092521355 0.07603481
turned -0.16651149 0.050227456 0.1693542 0.4361292 0.42873785 0.0007682914 -0.24828139 0.31474173 0.19426103 -0.05051415 0.12547998 0.28250858 -0.61354357 -0.274076 -0.23512352 -0.3992751 0.33123562 -0.30454352 0.43304178 -0.15996468 -0.23631068 0.007342614 0.024867965 0.19223697 0.20896594 -0.108184665 -0.09682928 0.011510833 0.03712285 -0.31873113 -0.1085624 -0.37105304 0.16655159 0.06188557 0.14257653 0.0877535 -0.44132876 -0.46453106 -0.04301898 -0.19997057 -0.40484843 0.14049383 0.2197667 0.037122644 0.14348322 -0.32510817 0.12433773 0.032560006 -0.06794235 0.012974855
high -0.46787378 0.7655374 0.36101297 0.26715952 -0.33101022 0.092136666 -0.2611998 0.5419206 0.2685526 0.3235453 0.54328 0.1390566 -0.0028835714 0.25063518 0.2756579 0.19050118 0.4724871 -0.016902251 -0.33929572 0.47494164 -0.016819425 0.24225686 -0.375751 -0.38365132 0.23516144 0.036340147 -0.69578844 -0.8642943 0.2556588 0.29180622 -0.106353514 -0.34182665 0.09781778 0.18213989 0.059045576 0.26833734 -0.45979458 -0.32404694 0.034439847 0.317801 -0.4374796 -0.09583131 1.3890109 -0.15253523 0.39831725 -0.101654656 -0.01601482 -0.3913513 -0.39868677 0.36819923
garden 0.25685537 0.14503838 -0.2149575 0.1230637 0.02316901 0.35746503 0.035212494 -0.095815614 0.3853286 -0.079933934 -0.3391451 0.25712472 -0.1594891 0.12820415 -0.79945016 -0.27709252 -0.021914398 -0.3773934 0.013886655 -0.45305982 -0.39379337 -0.06870711 0.078656964 -0.20257103 0.18549858 -0.019355064 -0.0739932 -0.31065065 0.052765835 -0.49786434 -0.27532196 -0.18498206 0.10509006 0.2597709 -0.019105425 -0.08339617 0.25504637 -0.47537753 -0.25122076 -0.2997245 -0.17769736 0.28280026 0.10108141 0.4047394 0.21480446 0.29210007 0.12333778 0.2769356 0.50192606 0.26012963
indeed 0.4135502 -0.086203 -0.78860974 0.33238304 0.29431337 0.2944114 -0.19589838 0.12618361 0.27072236 0.19147645 -0.08580769 -0.33443567 0.11927325 0.28977636 0.19536558 0.36736384 0.46837413 0.038503487 -0.22318108 -0.029596638 0.18873808 0.15813458 -0.19585922 -0.31291166 0.08196064 -0.17392313 -0.37387407 0.23952779 0.7244753 -0.13952242 0.3117547 -0.27876985 -0.4635747 -0.019334083 -0.014384935 -0.31621507 -0.5450716 0.22112575 0.3699734 -0.20901924 -0.3568452 -0.0030678175 -0.015254516 0.70326215 0.576156 -0.20655033 0.051965468 -0.1594061 -0.33300704 0.34592083
doesn 0.4647723 0.42789018 0.19447728 0.41029516 0.30795264 -0.23750629 0.21619333 -0.44456455 1.0566201 0.27157223 -0.558843 0.30680025 -0.49110928 0.018241169 -0.01105598 0.070678845 0.652788 0.09599624 0.11280877 0.37335348 0.23325524 -0.43812388 -0.028503057 1.0420302 -0.065201305 -0.05919465 -0.102001384 -0.15586282 0.43241274 -0.85959834 0.29044065 0.31607628 -0.15831728 -0.4366409 0.35949332 -0.37201774 -0.13601021 -0.3156433 0.5932946 0.15153024 0.00083700416 -0.17342503 -0.086147785 -0.085934915 -0.5537204 -0.7636193 0.36759174 0.044216763 -0.06910434 0.24769634
seen 0.42041838 0.033953924 0.2544594 -0.26163614 -0.22259721 0.09676322 -0.4188282 0.22118184 -0.19698183 -0.28651246 -0.08276454 -0.33268437 0.42900914 -0.27885494 -0.017080067 0.9674071 0.06505146 -0.14812411 0.71391433 0.16220646 0.23242542 -0.28360558 -0.11277042 -0.20015225 -0.34171662 -0.08683435 -0.25246102 -0.13044713 0.80396014 0.19142435 0.30129018 -0.26063064 -0.64350975 0.38185194 0.42573044 0.77501035 -0.05076252 -0.5642428 -0.5337789 -0.10209281 -0.0658259 0.1231323 -0.086647905 0.6484955 -0.18873702 0.006728385 -0.29054135 -0.11835409 0.14806116 0.13633297
near 0.23111185 -0.069819584 -0.048151847 0.20440456 -0.1982359 0.46748734 -0.4564955 0.10934351 0.29694167 -0.08547744 0.13830385 0.23705193 -0.23135678 -0.18364851 -0.23086585 -0.51857275 -0.05130385 -0.25122282 0.042705875 -0.46612415 0.09613173 0.4710566 -0.27341563 0.27314314 -0.11017186 -0.010550364 0.09887709 -0.39989713 0.34078744 -0.03766559 -0.117734864 -0.10566558 -0.36400813 0.18392754 -0.018507594 0.17648357 -0.11150359 -0.25969133 -0.17029594 -0.045670327 -0.41777328 -0.14018284 0.47238243 0.021906324 -0.12411922 0.19821931 0.39670342 0.39849472 -0.14928845 0.22386622
idea 0.22207886 -0.30602232 0.031249482 0.028800903 0.45942113 0.32298535 0.0133729465 0.28017116 -0.13049202 -0.14128822 -0.37207335 0.2897655 -0.14701822 0.15974127 -0.37231317 0.4145922 -0.22747907 -0.40158808 0.56671566 0.30214384 -0.08831746 0.14710161 -0.10538424 -0.000106326814 0.020740064 -0.21518424 0.2894975 0.63121396 0.38870606 0.07227739 0.2605859 -0.521986 -0.12728947 0.14597265 -0.16061139 0.28598577 -0.47604027 -0.10815534 -0.69126564 -0.12331334 0.1616309 0.0140344445 0.26970157 0.49826154 0.28818062 0.044308174 0.4734285 -0.15451768 0.27953455 0.18604244
air 0.37296653 -0.036069464 -0.19280331 0.31079137 0.0009666691 -0.028225588 0.0702989 0.105183385 0.093671255 0.4923294 -0.14617875 0.17822337 0.030204907 -0.06945079 -0.6452395 -0.21902247 0.168291 -0.43419835 0.22049864 -0.36743802 -0.022903347 0.14361666 -0.20330718 0.008669924 0.07868456 -0.11781174 -0.16157901 0.0019433785 0.3139964 0.12248007 0.11663475 -0.23956524 0.20851606 0.1762952 -0.07898065 0.29784742 0.28110683 -0.043600526 -0.4583195 -0.10969253 -0.009326523 0.65334624 0.113029934 0.29366568 0.14514701 -0.23753738 -0.32898682 -0.21890585 0.25514063 0.12643763
saying -0.16308306 0.36194363 -0.6012217 0.09513217 0.09482911 0.44594786 0.054219294 0.1881703 0.14515667 -0.30523556 0.12798859 0.12693809 -0.006274311 -0.39637825 0.09525637 0.11221743 0.44281405 -0.057195827 0.16320032 -0.33444318 0.13221754 -0.12839213 0.034094844 -0.3625427 0.34248012 0.39852777 -0.027842728 -0.32724348 0.35231915 -0.22613521 -0.0738908 -0.65936625 -0.08417281 0.26980504 0.47623706 0.30212426 -0.49347445 -0.274482 -0.08975783 0.28326187 -0.19648926 -0.22420223 0.051134583 0.47947618 0.21526103 -0.07465998 -0.14682692 0.04287708 -0.042476643 -0.06303291
low -0.1278853 -0.33686408 -0.04755531 -0.5616618 0.49479368 0.25639728 0.008722069 0.44808084 -0.33640873 0.62876904 0.50533617 0.62281257 -0.025290413 0.16002607 0.60943156 -0.39061287 0.17621794 0.059398703 0.022227399 0.27878815 0.76869345 0.39260533 -0.30943847 0.20536885 -0.0024485772 0.16467768 -0.2952836 -0.0045987293 0.26760098 -0.06510334 -0.06574553 -0.65771127 0.21866703 0.27311346 -0.34200427 0.46484 0.4349247 -0.50870144 -0.40753427 -0.51957554 0.48593944 0.43865895 -0.7830568 0.23756824 -0.24734062 -0.41739905 -0.16678463 -0.47243842 0.3824998 0.5503064
knew 0.5133647 0.323372 0.16957566 0.35126737 -0.09974809 0.3084245 -0.42168796 0.06611493 0.18922707 0.045346152 -0.3730875 -0.0376574 -0.23168813 -0.06254113 -0.2252232 0.54361355 -0.08509501 -0.16640094 0.22561657 -0.1277381 -0.18740916 -0.30344778 -0.31320146 -0.1566958 -0.02420822 -0.55590075 0.10946837 -0.38635692 0.09657156 -0.2502721 -0.39404142 0.048107833 -0.6409666 0.18320347 0.48880205 -0.15618935 -0.5015023 -0.40156612 -0.48427564 0.24832785 -0.22654496 -0.19391851 -0.17431547 0.4231798 -0.35868195 0.079703026 0.32747725 0.48500654 0.27038386 0.46582678
because 0.3002458 -0.09772627 -0.21104932 0.2966377 0.07195116 0.9396214 -0.10274939 -0.42885944 0.11315636 0.190063 -0.5359747 -0.017840937 0.11906146 -0.315927 -0.15332338 0.14577219 0.18636934 -0.23537327 -0.30922985 -0.29831186 0.38145638 -0.3462413 0.14977978 0.2339073 0.080611825 -0.32878307 -0.38946915 -0.15283059 0.056329425 -0.13303457 -0.0637391 -0.28533962 -0.6900145 0.21221347 0.26669887 0.27785975 -0.20843992 0.51766264 -0.11231091 0.020085542 -0.27955765 0.2385214 0.332152 -0.31082806 0.005722155 -0.15613423 0.13061377 -0.43357745 0.05963047 0.3174886
face 0.19094181 0.05035809 0.04423625 -0.10551369 0.24189912 0.38286114 -0.17643927 0.69297117 0.18767564 0.003926453 -0.23222879 0.117948905 -0.44572884 0.42820865 -0.20868316 -0.15519436 0.4603605 -0.41742247 0.2669419 -0.4751622 0.36560133 -0.14708687 -0.35698426 -0.15516882 0.2366215 0.40497786 -0.88027155 -0.66131157 0.08275554 0.19335702 -0.19963221 -0.7200789 0.1117195 0.25066411 -0.04031959 0.25827175 0.43199167 -0.48816904 -0.9255556 -0.27146593 -0.3034667 0.3404878 -0.08514195 0.27225706 0.21601178 -0.17958249 -0.5906143 -0.053862754 0.61703044 -0.13410592
gave -0.15645921 0.24995267 -0.0052109524 0.24332021 -0.45517167 0.6243314 0.29863787 0.08293034 -0.060610272 -0.01965888 -0.14259885 0.07330198 -0.09032737 0.08023393 -0.07104207 0.2602843 -0.14524673 -0.07855527 0.19867027 -0.43670803 0.3450075 0.35401154 -0.37703142 0.49516782 -0.38884416 -0.16596921 -0.6078546 0.066817515 0.45194888 -0.3717111 0.43646258 -0.7364233 -0.38020396 0.712334 0.23559237 0.3191183 0.22460184 -0.7033971 -0.3483447 0.064912945 -0.26375088 0.03669045 0.7563812 -0.2648468 0.33458194 0.012822893 0.048247084 -0.76143855 -0.629876 0.24301122
hastily 0.18559784 0.19303289 -0.2799334 0.19722116 -0.03871545 -0.064794816 -0.40050036 0.10390343 0.29951787 0.029484412 -0.0013562345 -0.26406512 -0.16006486 -0.18382075 -0.3669103 -0.4600257 0.22311705 -0.24514626 -0.15030122 -0.42204136 0.26356542 -0.113607585 0.005932213 -0.3345712 0.086112864 -0.12945838 0.07072538 0.21754085 0.1605523 -0.462921 -0.22275841 -0.082152136 -0.6905171 0.17256421 0.38181826 -0.061664738 -0.028960178 -0.19222324 0.33515748 -0.43348843 -0.21828948 -0.114847474 0.080329604 0.16552503 -0.11686443 -0.40529627 -0.10684844 -0.49955723 -0.38913673 0.57993996
done 0.5052817 0.1339214 -0.22724336 -0.06360955 0.16162832 0.27859962 0.093989104 0.3837193 -0.11124352 0.46866348 -0.3295439 0.3615973 -0.3089188 -0.28645566 0.077648915 0.8216309 0.324656 -0.26798043 -0.20527089 0.26154643 0.5187828 -0.6874209 -0.0011901257 0.06664288 0.37736356 -0.28672862 -0.36148453 -0.22904459 0.09908728 -0.33461812 0.37781072 -0.16024265 -0.47673288 -0.11986434 0.14191446 0.18840623 0.14151399 0.55208963 -0.3078246 0.11203009 -0.2638791 0.15682499 -0.012156244 0.4718525 -0.22167066 -0.4017479 0.14304434 -0.011699742 0.05124939 0.050581213
called -0.10420988 -0.054535907 -0.16342326 0.6463465 0.10775742 0.55854124 -0.025806418 -0.03156427 0.35079885 0.13352716 -0.2736851 0.26138768 0.4286481 -0.58243954 0.17743987 -0.1506723 0.19046335 -0.03481498 0.036581375 -0.06122386 0.27688634 0.051999416 -0.29966453 0.011194652 0.011434933 0.12374309 -0.22760749 0.13807851 0.17461686 0.061887007 -0.05307732 -0.32469305 0.36386755 -0.054725878 0.42393693 0.06016219 -0.2795799 -0.27091447 -0.20628016 -0.14043486 -0.39621153 0.064351164 -0.06577118 -0.05635908 0.15355638 -0.21840003 0.16223828 -0.34335878 0.20452061 -0.044076074
where 0.759502 -0.11709384 -0.6677605 0.3223131 -0.045270454 -0.021243922 0.0015149532 -0.014946853 0.42668974 0.3299588 -0.19051765 0.03370907 -0.13903333 -0.14290527 -0.27238366 0.24079402 0.46138063 0.0914828 -0.34873042 0.15944073 0.08332125 -0.3318353 0.11805013 -0.19284575 0.17386335 -0.21485849 -0.25123996 -0.074616216 0.6796431 -0.4524535 -0.4525805 0.120613426 -0.5749474 0.10419933 0.10504927 -0.35308972 -0.31241024 0.21272896 0.23167741 0.1446373 -0.089108564 0.449821 0.5779483 0.127454 0.12714928 -0.23521374 0.2027973 0.040700927 -0.022109484 0.17527837
arm 0.087989435 -0.117416926 0.38059026 0.097691976 0.7505819 0.19941336 -0.04503371 0.52776384 0.35599127 -0.07240129 -0.2837082 0.5557515 -0.4887241 0.3280432 -0.5183938 -0.51558846 0.40171131 -0.30563867 -0.2753438 -0.1359957 0.41564885 0.2757381 -0.23490001 0.3183867 0.11002727 0.18073381 -0.6492678 -0.49333537 -0.011674003 0.35939804 0.29222387 -0.24869828 0.056081273 -0.10039449 0.20665325 0.16258919 0.27890238 0.45257312 -0.2233935 -0.5439872 -0.2197478 0.12155496 -0.004259786 0.09191698 0.4220706 -0.28991637 -0.25345713 -0.085816994 0.21571545 -0.28158742
beginning -0.08897382 0.51829296 -0.2863785 -0.095257536 0.13734844 0.06307757 -0.1017135 0.0057647275 0.6180942 -0.23706992 -0.2643008 -0.34736717 -0.37471727 0.029741446 -0.23341326 -0.104874104 0.46824145 -0.3200213 0.16699004 -0.14235732 -0.38313103 -0.028196516 0.083732724 -0.6866864 0.30449387 -0.050804242 0.3460975 0.056838498 0.093940504 0.07556384 -0.26549405 -0.25172237 -0.61285114 0.08809545 0.14454696 -0.059815664 -0.49624225 -0.099421546 -0.32517266 -0.0047077225 -0.586697 -0.026300972 0.47551662 0.36623165 0.505678 -0.018933503 0.68652767 0.28167644 0.098629236 -0.011741722
hear 0.2793084 0.26151976 -0.17306755 0.6734139 0.31278744 0.024172476 0.54366404 0.02910015 0.020781333 -0.029643882 -0.23637111 0.27504706 0.103740394 -0.20750567 -0.55354744 0.07589079 0.16375293 0.02364544 0.24579874 -0.34816864 -0.101400584 -0.1866735 -0.113871545 -0.03104396 0.28926837 -0.34811705 0.09161383 -0.1685333 0.34834883 -0.2857499 -0.34913206 0.26078886 -0.49342594 0.38488257 0.23679677 -0.093196616 -0.2989864 -0.41329348 0.33213258 0.46498016 -0.10356136 0.13762937 0.20469765 -0.18189771 0.5677704 0.08916568 0.028717179 0.22916164 0.6229267 0.31849375
itself -0.118733086 0.2447244 -0.29309404 0.0815239 0.18363066 -0.2600774 0.06880674 0.43234268 0.39388904 0.27797937 0.056202073 -0.051045284 0.06118325 -0.2932308 0.18715015 0.11326594 0.04172196 -0.5080886 -0.19808164 -0.2884409 -0.020158146 -0.4781974 0.01499508 0.11711621 0.42259657 0.21849023 -0.21009386 -0.40128398 -0.22644211 0.24553367 -0.28986007 0.07555622 0.028184496 0.3838917 0.07462754 0.63179356 0.20773937 -0.4604458 -0.40048608 -0.40661937 -0.6413345 -0.36598954 0.35920373 -0.07232738 0.29559606 -0.3645232 -0.24793538 -0.3969981 0.17260683 -0.41937697
ought 0.18155071 1.0147074 0.04255511 0.6307316 -0.118658565 -0.30994058 -0.2796158 0.32095486 0.016284378 0.2909417 -0.72141284 0.41987374 -0.461389 -0.07696728 0.35860234 1.0886438 -0.082894646 -0.011161326 0.5984931 -0.25454867 -0.0072388346 -0.88971555 -0.016487077 -0.33310065 0.09991044 -0.083980136 0.030493239 0.22886568 0.5181672 -0.56956136 0.46348798 -0.32798442 0.037399318 -0.051626325 0.08986732 0.058461014 -0.3008714 -0.07154195 -0.15101185 0.7648893 -0.33723867 0.00044261312 -0.08761286 0.007213132 -0.00668336 -0.50708914 -0.038744736 0.06563613 0.96950066 0.11870494
saw 0.41601062 0.4851812 0.13130005 -0.11868606 -0.27406496 0.09113582 -0.64177537 -0.15337999 -0.024461607 -0.21233895 -0.3247563 0.12861182 0.12234477 -0.101846255 -0.14463677 0.13579573 -0.122125015 0.0037679484 0.7539887 -0.06844658 -0.046254862 -0.43512586 -0.6393584 0.105951026 -0.16816115 -0.47497192 -0.33844113 -0.029333645 0.17430958 -0.2230445 0.13450705 -0.55467355 -0.115524195 0.5535584 0.17617016 0.08080342 0.11944567 -0.2955043 -0.22006275 -0.09829892 0.014433757 0.6536616 0.051340934 0.26052964 -0.63907534 -0.00069248595 0.10212678 -0.2857867 -0.12995559 0.81021035
through 0.13786602 0.07808554 0.1123268 0.2568073 0.022459025 0.099328496 0.16300747 0.42356047 0.35010797 -0.4664144 -0.66440105 0.30280584 -0.21989594 -0.1778174 -0.07732733 -0.2349679 -0.044504188 -0.24788503 0.3663443 -0.28613883 0.116196536 0.37605172 0.08922958 -0.4188525 0.2922183 0.1820474 0.16461395 -0.25099307 -0.12738039 -0.085776046 0.37212387 0.07251843 -0.31895947 -0.08810018 0.015115035 0.09916915 0.0036739255 -0.2187585 -0.34818023 0.12917998 -0.44022027 -0.1761571 0.46399972 -0.08650612 0.35057357 0.0043960437 0.18654501 0.17376949 0.6469734 0.02864951
didn 0.7110569 0.0078930035 -0.19234279 0.4310216 -0.05772938 0.24322605 0.29566246 -0.58936816 0.54881847 0.51900715 -0.2392099 0.24013908 -0.2156475 -0.23927698 -0.41054356 0.45400023 0.7243286 -0.06557043 0.14652702 0.1749853 0.4009662 -0.5889102 -0.0027606233 -0.08732014 -0.0014260387 -0.39668465 0.45701805 0.23805593 0.5591461 -0.41735554 0.4640911 0.5641009 -0.63879323 -0.1008538 0.56419104 -0.079385564 -0.26918802 0.16973682 0.25130817 0.20109884 0.2754362 -0.08041219 0.3756603 0.50616354 -0.2700517 -0.24194597 0.5578508 -0.1556283 -0.064297125 -0.077662945
dinah 0.5112166 0.7980266 -0.24596457 -0.036601033 0.27748203 -0.08191361 0.05771526 -0.1252347 0.11958178 0.52866894 -0.5965741 -0.128316 -0.11896772 -0.07181034 -0.49647298 0.68171686 0.27829513 0.011171133 0.35698295 0.008865031 -0.18035746 -0.74528325 0.2577454 -0.46194142 0.30943903 0.19047147 -0.54525125 -0.2588658 0.15013795 -0.23211779 -0.12206557 0.2770592 -0.20383702 0.18307085 0.06209086 0.4479748 0.11466775 0.65541553 -0.261624 -0.09064798 0.40707487 0.09524281 0.15366338 0.048879907 0.091429405 -0.80026543 0.14987 -0.064000815 0.30338296 0.111829706
remember 0.87711734 -0.068902194 -0.43885118 0.11846636 0.40524253 0.0052411174 0.13628843 -0.4108717 0.02135235 0.38314798 -0.28944987 0.050320387 -0.08670729 -0.29856437 -0.054307703 0.71859235 0.0818958 0.4165669 0.4470675 0.22283748 0.76835 -0.5973568 0.11864114 -0.20160383 -0.20234732 -0.62655056 -0.23075764 -0.79769635 0.32923642 -0.0087240245 -0.0054175137 0.46225417 -0.25122607 0.7954962 0.4066936 -0.13591962 -0.3695388 -0.44182095 0.38536143 -0.05630648 -0.16516511 0.3785681 -0.13142969 -0.41528788 0.17058516 -0.0127447 0.24395451 -0.053876348 0.18124391 0.25602016
bit 0.023084417 -0.20129426 -0.10377266 -0.078101836 0.35468635 0.118698016 0.30096462 0.16257009 0.13639514 0.2761436 0.22497925 0.080566004 -0.083138295 0.06021436 0.15710375 -0.12287239 0.023719277 -0.4475077 0.20537177 -0.18790656 0.24759634 0.13726372 0.04139561 0.0758243 -0.16541016 -0.2648465 0.02145978 -0.21448693 0.14748284 -0.20399043 0.58375937 0.040043257 -0.07329229 0.37336862 0.4169583 0.46952194 -0.05545203 -0.57952875 0.17125446 -0.463377 -0.18980758 -0.11458352 0.29184535 0.19396721 0.07794504 0.018772684 0.45083857 -0.3180607 0.08933337 0.17825499
trying 0.08073281 0.5681223 -0.47728252 0.61942935 0.10596034 0.2178397 -0.05711985 0.22704633 0.04645494 -0.15601505 0.42768595 0.2938102 0.034131635 -0.05177584 0.23835394 0.35216996 0.31776002 -0.25161943 -0.013153035 -0.018342843 0.1007188 0.1399226 -0.4552284 -0.3235277 -0.07091002 0.10857411 -0.28768998 -0.41789877 0.07837612 0.23121402 0.31219378 -0.6228234 -0.17839263 -0.09995304 0.12704118 0.30917877 -0.08232015 -0.01708707 -0.18974088 0.3209105 -0.47471398 0.24666952 0.0021402107 -0.057786938 0.38428035 -0.24549894 -0.26644748 0.038572144 0.03388674 -0.2246579
certainly 0.3951961 0.31280756 -0.062116295 -0.09980739 0.060319506 0.0979918 -0.40150446 0.28440624 -0.0066865017 0.8289191 -0.35771936 -0.21171975 -0.112232514 0.36598736 0.4728023 0.32001224 0.29143357 -0.5496979 -0.06298063 0.11647399 0.22203587 -0.74313265 0.5578962 0.115834124 -0.18030909 -0.8640147 -0.24600337 0.4923221 0.1426002 -0.23845783 0.049040284 0.21299614 -0.34559178 -0.014717967 -0.18326172 -0.85006183 -0.5583976 0.17916672 0.17299524 -0.2918207 -0.27753365 0.052386902 0.60857666 0.26140362 0.28059706 -0.6067346 0.2064429 -0.2698074 0.028513618 0.501762
anxiously -0.2934734 0.059694063 -0.34203961 -0.10545042 0.79181796 0.21120006 -0.517899 0.46631128 0.31568795 -0.37084374 -0.2009107 -0.33585894 -0.9403238 -0.18548466 -0.035525728 -0.32833052 -0.056388862 -0.36750522 0.17692518 -0.12941568 0.17521076 0.065171234 -0.32494286 -0.32936254 0.2201369 0.42317793 -0.36718434 -0.6952187 -0.30381718 0.3778186 -0.12702996 -0.52140665 0.024779199 -0.0010794918 -0.17519984 0.137064 -0.07608857 -0.13210799 -0.12951967 -0.38668406 -0.68226737 -0.14968696 0.38411796 -0.070913 0.26012337 -0.30413315 -0.034089297 0.12650253 -0.27294955 -0.07795558
set -0.2905469 0.22389315 0.020922227 0.36858895 0.007682473 -0.22820239 -0.7063869 0.23003864 0.4207521 0.18729302 -0.22218879 -0.23016778 0.15888473 -0.15766409 -0.17115244 0.58326554 0.38215292 -0.2761156 0.056158822 -0.10747732 -0.49941623 -0.20539336 -0.2771683 -0.097861245 -0.1804367 0.3220068 -0.8903513 -0.32222226 0.03510612 0.26840562 0.90130466 -0.7978233 -0.010085892 -0.021294903 0.1210202 -0.08488381 -0.21566059 -0.21382599 -0.4616875 0.2749342 -0.36223423 0.19446386 0.20514171 -0.55389494 0.19005647 0.2034552 0.43885556 -0.7896647 0.07548476 -0.09785955
speak -0.24816166 0.55382204 -0.50523204 -0.042562734 0.19991298 -0.32568282 0.0808011 0.17720911 0.2542538 -0.19162978 -0.16742976 0.10090977 -0.21166009 -0.3332205 0.07580972 0.61656296 -0.020391677 -0.45256534 -0.11595737 0.0012227049 -0.1675156 -0.53072554 -0.19511913 -0.15978281 0.27130643 0.13917746 0.02025431 0.027988693 0.3455435 -0.18561791 0.110835716 0.13602157 -0.24906357 0.32789537 -0.03847505 0.07076124 -0.33549675 -0.33293453 0.12821156 -0.10437395 -0.1905801 0.04118751 0.24682902 0.011253538 -0.039279692 -0.39609522 0.27549416 -0.25807965 0.39236444 0.12548867
